Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2025,"12        ",Male,17,Right-Handed,172.7,24.13,,2,Walk,20,0.283,34,Basketball,476,615,818,337,642,733,24.13,"Same length",68m,73m,"Ring finger",August,Winter,No,No,Meat,"Soft drink (caffeinated)",Science,4,6,5,"Yes - other","Text messaging",7,5,4,1,2,3,1,20,2,2,2,0,0,2,"A lot","Some college","Rap/Hip hop",Telepathy,Rich,Other,Environment
USA,CA,2025,"12        ",Female,18,Right-Handed,161.2,,,2,Bus,20,0.368,"49 ",Other,,,,,,,,"Same length",70," 60","Index finger",December,Winter,Yes,No,Meat,Water,Art,6,5,5,"Yes - other","Internet chat or instant messaging",,,,,,,,,,,,,,,Some,"Some college","Punk rock",,Rich,Relative,Environment
USA,TX,2025,"12        ",Male,18,Right-Handed,167.5,24,175,2,Car,10,.256,34,Tennis,500,500,500,500,1000,1000,24,"Same length",,76,"Ring finger",January,Fall,Yes,No,Poultry,Water,Science,4,8,4,"Yes - other","In person",12,18,4,2,3,2,2,9,9,2,50,3,0,0,"Very little","Graduate degree",Pop,Fly,Rich,Relative,"International aid"
USA,VA,2025,"9         ",Female,15,Right-Handed,160,22-23,163,1,Bus,5,0.378,33,Baseball/Softball,706,481,513,652,267,214,24,"Right foot",7,8,"Ring finger",October,Summer,No,No,Meat,Juice,English,7-8,10,4,"Yes - other","Text messaging",60,50,2,1,2,2,3,1,1,1,24,2,0,1,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,Friend,"International aid"
USA,OH,2025,"12        ",Female,18,Right-Handed,163,25,168,1,Car,8,0.264,57,Other,1000,1000,1000,1000,11,86,25,"Same length",70,70,"Ring finger",October,Fall,Yes,No,Poultry,Juice,Music,6,5,3,"Yes - broadband connection","Text messaging",35,30,20,5,2,20,2,5,7,3,8,4,30,6,"Very little",Other,"Heavy metal",Telepathy,Happy,"Musician or singer",Environment
USA,VA,2025,"11        ",Female,17,Right-Handed,157.4,22.86,34.29,1,Bus,6,0.413,57,None,800,600,650,700,100,100,22.86,"Same length",76.2,78.74,"Ring finger",March,Spring,No,No,Meat,Water,History,8,7,4,"Yes - broadband connection","Text messaging",0,0,0,3,5,4,0,1,8,2,10,2,15,2,"Very little","Graduate degree",Other,Telepathy,Healthy,"Musician or singer","Wildlife, animals"
USA,WA,2025,"12        ",Female,17,Right-Handed,30,9,60,2,Car,10,37.70,43,Soccer,"1,000","1,000","1,000","1,000",500,775,9,"Same length",30,30,"Same length",June,Summer,No,No,"Rice/Noodle dishes",Coffee,Science,8,5,3,,"Text messaging",5,8,8,3,3,5,4,0,5,5,6,1,5,8,"Very little","Graduate degree",Country,Telepathy,Healthy,Relative,Health
USA,VT,2025,"12        ",Male,16,Right-Handed,190,30,183,1,Car,10,0.336,53,"Football (American)",1,1,25,25,0,500,31,"Left foot",8.5,9,"Ring finger",November,Fall,No,No,Meat,Milk,"Physical education",6.5,6,4,"Yes - other","In person",7,5,10,2,0,10,10,2,1,1,1,1,20,5,Some,"High school",Country,"Freeze time",,Relative,"Arts, culture, sports"
USA,NC,2025,"12        ",Male,17,Left-Handed,171,24,186,4,Walk,10,0.332,27,Basketball,524,886,722,711,610,989,24,"Same length",75,70,"Index finger",October,Winter,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6-7,5-7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",500+,400+,3hrs,2hrs,4hrs,5hrs,3hrs,10hrs,6hrs,7hrs,15hrs,2hrs,0,3hrs,Some,"Some college",Other,Telepathy,Happy,"Doctor or nurse",Health
USA,NC,2025,"10        ",Female,16,Right-Handed,162,22.86,165.1,1,Car,25,.38,48,Dancing,652,652,401,401,278,278,24.13,"Left foot",72.2,72.2,"Same length",January,Fall,Yes,No,Other,Water,"Mathematics and statistics",6,9,4,"Yes - broadband connection","Internet chat or instant messaging",8,10,5,0,4,5,2,0,0,.5,4,4,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,NY,2025,"9         ",Female,14,Left-Handed,165.1,24,165,1,Bus,14,0.373,31,Dancing,733,289,187,829,37,610,24,"Same length",94,62,"Index finger",September,Fall,No,No,Poultry,Water,English,6,9,5,"Yes - other","Text messaging",39,45,3,14,21,3,1,0,0,4,30,2,0,2,"A lot","Graduate degree",Pop,Fly,Happy,Actor,"Wildlife, animals"
USA,CA,2025,"12        ",Male,17,Right-Handed,170,,175,2,Walk,2,0.356,61,None,0,,,,,,,,,,"Index finger",April,Winter,No,No,Poultry,Water,History,5,5,17,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,8,40,0,2,6,1,50,0,1,50,10,0,0,Some,"Undergraduate degree","Rap/Hip hop",,Happy,Friend,Other
USA,WI,2025,"11        ",Male,17,Right-Handed,185,34,200,1,Car,15,.299,44,Athletics,941,626,1000,428,524,861,25,"Same length",81,90,"Ring finger",January,Summer,No,No,Desserts,"Sports drink","Physical education",7,6,4,"Yes - other","Text messaging",50,50,15,2,0,2,13,2,0,.5,5,2,5,5,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"Education/Youth development"
USA,NC,2025,"12        ",Female,16,Ambidextrous,154,18,70,1,Car,8,.305,43,Baseball/Softball,800,1000,500,800,1000,1000,18,"Same length",152.4,15.24,"Ring finger",July,Summer,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)",History,7,10,6,"Yes - other","Cell phone",20,16,8,15,4.5,9,15,3,9,4,9,1,0,5,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,WA,2025,"11        ",Male,16,,175,32,183,1,Bus,35,.299,56,"Football (American)",500,150,120,125,50,60,32,"Same length",77,83,"Ring finger",July,Fall,No,No,Meat,Tea,History,7,5,6,"Yes - other","In person",0,0,48,0,0,20,10,15,48,4,0,20,0,10,"Very little","High school","Rap/Hip hop","Freeze time",Rich,"Sports person","Wildlife, animals"
USA,NY,2025,"12        ",Male,17,Right-Handed,169,24,177,3,Car,15,.218,26,"Martial Arts",450,650,550,600,650,800,24,"Same length",84,84,"Same length",September,Winter,No,No,Meat,Milk,Music,8,9,4,"Yes - broadband connection","Text messaging",150,75,12,12,4,2,10,1,5,2,10,5,0,3,Some,"Graduate degree","Rock and roll","Freeze time",Rich,"Business person","Education/Youth development"
USA,GA,2025,"12        ",Male,16,Right-Handed,175,25,,1,Car,8,0.295,39,Running/Jogging,647,508,497,209,733,733,26,"Left foot",70,78,"Ring finger",March,Fall,Yes,No,Meat,Water,"Mathematics and statistics",7,8,4,"Yes - other",,3,5,8,3,8,8,10,1,6,2,20,4,0,1,Some,"Graduate degree",Reggae,Fly,Healthy,"Business person",Environment
USA,CA,2025,"12        ",Male,18,Right-Handed,5'4,82,75,2,Bus,15-20,0.299,30,Soccer,0,491,594,626,1000,1000,82,"Same length",7,8,"Ring finger",December,Winter,No,No,Meat,Water,Other,7,9,8,"Yes - other","Myspace, Facebook, other social networking sites, or blog","5,000","7,000",2-3,5,1,2,1-2,1,7,7,7,0,7,0,Some,"Some college",Other,"Freeze time",Rich,"Business person","International aid"
USA,MA,2025,"12        ",Female,17,Right-Handed,4'11,8.875,4'11,1,,22,0.398,47,Walking/Hiking,433,615,626,840,70,610,8.875,"Same length",4,3,"Index finger",June,Summer,No,No,Meat,Water,"Physical education",8,8,5,"Yes - other","Internet chat or instant messaging",15,10,10,4,4,10,10,0,15,1,10,0,40,5,Some,"Some college",Country,Telepathy,Rich,Relative,Health
USA,GA,2025,"12        ",Female,17,Left-Handed,5'4,17.78,1.57,2,Car,5,0.57,56,Walking/Hiking,679,310,456,786,890,852,17.78,"Same length",6,5,"Index finger",August,Summer,Yes,No,Fruit,Water,"Mathematics and statistics",6,8,4,"Yes - broadband connection","Internet chat or instant messaging",40,55,5,7,8,15,6,0,8,20,25,6,15,6,"Very little","Graduate degree",Country,Telepathy,Rich,Relative,"International aid"
USA,NY,2025,"12        ",Male,18,Right-Handed,186.5,27.8,194.5,1,Car,20,0.489,77,Other,800,900,850,850,700,700,28,"Left foot",10.5,11,"Ring finger",August,Fall,No,No,Meat,Water,Music,5,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,5,4,10,15,10,5,2,8,8,18,6,2,4,"A lot","Graduate degree",Jazz,"Super strength",Happy,"Religious figure","Education/Youth development"
USA,CA,2025,"12        ",Female,17,Right-Handed,157.4,76,78,2,Walk,15," 0.41",36,Skateboarding/Rollerblading,1000,390,535,193,193,20,22,"Left foot",65,70,"Ring finger",September,Winter,No,No,"No favorite","Energy drink",Art,6,11,7,"Yes - other","Text messaging",15,25,2,0,3,3,1,1,1,2,8,3,0,1,Some,"Graduate degree","Heavy metal",Telepathy,Rich,"Musician or singer","International aid"
USA,WA,2025,"11        ",Male,17,Right-Handed,175.2,26,185.4,2,Walk,2-3,0.336,43,Swimming,449,310,947,524,70,193,26,"Same length",85,85,"Same length",July,Summer,No,No,Breads/Sandwiches,Water,Other,5-6,8,4,"Yes - other","Cell phone",7,3,8,1,2,2,1,0,17,22,112,7,0,2,Some,"Graduate degree",Country,Telepathy,Rich,Friend,"Wildlife, animals"
USA,CA,2025,"12        ",Female,17,Right-Handed,4,6,151.5,2,Bus,20,1.076,61,Running/Jogging,1000,1000,1000,1000,100,1000,5.6,,8,7,,June,Fall,No,No,Fruit,"Powdered drink",English,7,6,14,"Yes - other","Text messaging",2,1,3,1,2,4,2,0,4,1,4,0,0,3,Some,"Graduate degree",Jazz,Telepathy,Rich,Relative,"Education/Youth development"
USA,WA,2025,"12        ",Male,17,Right-Handed,180,84,82,1,Car,17,0.392,49,Basketball,800,500,500,300,300,400,26,"Same length",81,89,"Same length",January,Winter,No,No,Seafood,Juice,"Mathematics and statistics",7,8,6,"Yes - other","In person",3,5,0,0,.5,1,.5,5,2,.5,1,0,0,0,None,"High school","Rap/Hip hop",Fly,Rich,Other,Other
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,ID,2025,"12        ",Male,19,Right-Handed,175.5,27,181.5,1,Walk,13,0.716,35,Running/Jogging,545,519,797,797,620,947,27,"Same length",103,90,"Index finger",December,Fall,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",7.5,9,5,"Yes - broadband connection","Text messaging",6,22,20,4,8,6,4,0,1,5,21,10,0,6,Some,"Graduate degree",Pop,Invisibility,Healthy,Relative,"Arts, culture, sports"
USA,VA,2025,"11        ",Female,16,Right-Handed,"53 in",127," 70",1,Bus,"7 ",0.467,43,Other,1000,800,600,500,20,400,111,"Left foot",30,30,"Ring finger",July,Spring,No,No,Meat,Water,Art,7,9,4,"Yes - other","Text messaging",40,3,20,1,0,19,20,2,1,7,20,2,25,1,Some,"Some college",Other,Telepathy,Rich,Other,"International aid"
USA,SC,2025,"11        ",Female,18,Right-Handed,222,2,2,2,Bicycle,11,12,99,Gymnastics,2,2,2,2,2,2,12,"Right foot",12,12,"Same length",July,Spring,No,Yes,Meat,"Energy drink",History,8,12,8,"Yes - dial-up connection",Telephone,44,44,4,1,4,2,3,2,1,6,6,4,45,20,Some,"Some college",Techno/Electronic,Fly,Healthy,"Community leader or elder",Environment
USA,WA,2025,"10        ",Male,19,Right-Handed,,,,2,Bus,45,0.5,50,Soccer,0,1000,1000,487,251,1000,23,"Same length",,,,February,Summer,No,No,"No favorite",Water,English,7,6,7,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,25,0,0,0,3,1,0,0,3,2,0,0,5,"Very little","High school",Pop,Invisibility,Rich,"Musician or singer",Other
USA,PA,2025,"10        ",Female,15,Right-Handed,165.1,27.4,170.1,1,Car,10,0.58,37,Soccer,230,305,455,230,214,674,27.3,"Right foot",76.2,76.2,"Same length",July,Summer,No,No,Pizza/Pasta,Water,Languages,7,8,4,"Yes - broadband connection","Text messaging",3,24,2,9,1,2,1,0,0,1,3,5,4,1,Some,"Undergraduate degree",,,Healthy,Teacher,"International aid"
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2025,"9         ",Male,14,Right-Handed,162.5,21,162.5,1,Car,6,0.388,34,"Martial Arts",600,600,700,700,1000,1000,21,"Same length",82,72,"Index finger",September,Fall,Yes,No,Meat,Water,Art,8,10,6,"Yes - other","Text messaging",8,5,8,3,2,2,10,8,2,1,20,2,0,0,"A lot","Graduate degree","Heavy metal",Fly,Happy,"Religious figure",Religious
USA,WA,2025,"11        ",Male,16,Right-Handed,178,28,180,2,Bus,5,.308,42,Soccer,856,487,840,818,674,770,28,"Same length",88.9,84.6,"Index finger",March,Summer,No,No,Meat,Water,Music,7-8,6-7,3,"Yes - other","Text messaging",1-50,26,40,2,1,4,15,3,40,5,40,30,3-4,8,None,"Some college",Other,"Super strength",Famous,Relative,"Arts, culture, sports"
USA,WA,2025,"10        ",Male,18,Right-Handed,179.0,,,1,Bus,15,0.281,40,Athletics,1000,1000,642,1000,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2025,"12        ",Female,18,Right-Handed,162.5,25,,2,Car,10,"0.38 ",37,Other,10,20,20,20,0,7,25,"Same length",70,70,"Same length",December,Summer,No,No,Poultry,Juice,Other,7,9,7,"Yes - broadband connection","Text messaging",,,1,2,1,1,.5,0,2,2,2,.5,3,2,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,"International aid"
USA,WA,2025,"11        ",Male,16,Right-Handed,182.8,30.48,182.8,1,Car,10,.391,70,Soccer,1,0,4,2,3,5,30.48,"Right foot",19,20,"Ring finger",February,Spring,No,No,Breads/Sandwiches,"Sports drink",History,7,5,3,"Yes - other","Internet chat or instant messaging",50,50,10,2,1,2,0,5,2,2,8,2,15,1,Some,"High school","Rap/Hip hop","Super strength",Rich,Actor,"Education/Youth development"
USA,WA,2025,"11        ",Female,16,Right-Handed,157cm,24cm,52cm,1,Bus,30,0.357,"37 ",Walking/Hiking,100,1000,1000,1000,350,890,24,"Same length",6,6,"Same length",August,Summer,Yes,No,Fruit,Water,English,7,8,3,"Yes - other",Telephone,"a lot","a lot",7,3,1,2,1,1,4,5,5,1,0,2,"A lot","High school",Pop,Telepathy,Healthy,Teacher,"Wildlife, animals"
USA,PA,2025,"12        ",Female,18,Right-Handed,,22,83,1,Car,7,.71,43,Dancing,70,60,60,60,60,75,22,"Same length",72,69,"Index finger",January,Summer,Yes,No,Pizza/Pasta,Water,History,5,8,4,"Yes - broadband connection","Text messaging",30,30,3,1,5,5,10,0,45,4,30,30,0,5,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,Health
USA,GA,2025,"12        ",Female,17,Right-Handed,167,24,80,2,Car,2,.101,40,Dancing,759,872,1000,898,647,958,28,"Same length",65,61,"Same length",September,Fall,Yes,No,Fruit,Water,History,4,8,4,"Yes - broadband connection","Text messaging",245,227,20,14,14,4,9,5,19,6,17,3,0,4,"A lot","High school","Rock and roll","Freeze time",Happy,"Doctor or nurse","International aid"
USA,SC,2025,"11        ",Male,17,Right-Handed,182,26,181,1,Car,7,.451,,"Martial Arts",200,200,500,500,900,1000,26,"Same length",8,8.5,"Ring finger",January,Winter,Yes,No,Soups,Water,Music,9.5,10,4,"Yes - broadband connection","Text messaging",7,7,10,0,6,10,10,5,0,2,10,7,0,1,Some,"Graduate degree",Country,"Super strength",Rich,"Sports person","Arts, culture, sports"
USA,CA,2025,"12        ",Female,17,Right-Handed,160,182,29,2,Walk,20,.416,36,Baseball/Softball,800,660,567,467,100,1000,182,"Same length",6,7,"Index finger",February,Fall,No,No,Seafood,Water,English,9,10,3,"Yes - broadband connection","Cell phone",30,40,8,4,4,3,5,6,1,3,5,6,0,3,"A lot","Undergraduate degree",Reggae,Invisibility,Rich,Relative,"Wildlife, animals"
USA,MI,2025,"11        ",Male,17,Right-Handed,60,9.2,168,2,Walk,32,0.28,45,None,856,198,487,519,695,968,9.5,"Left foot",12.1,12.8,"Ring finger",January,Fall,Yes,No,Meat,Water,History,8,9,5,"Yes - other","In person",,,5,5,1,5,0,4,0,3,4,6,0,1,Some,Other,"Rap/Hip hop",Fly,Healthy,Other,Religious
USA,CA,2025,"12        ",Female,17,Right-Handed,147.3,13.97,,2,Car,15,0.396,41,Soccer,9,9,9,9,6,10,,"Same length",69.5,70,"Ring finger",August,Summer,No,No,Meat,Water,Other,9,6,9,"Yes - broadband connection","Cell phone",45,25,0,10,1,2,0,0,2,,24/7,3,0,0,None,"Some college",Other,Telepathy,Healthy,Relative,Other
USA,VA,2025,"11        ",Male,17,Left-Handed,180.3,30.48,6.4,2,Bus,12,0.393,37,Other,658,439,476,476,492,695,30.48,"Same length",8,9,"Ring finger",September,Spring,No,No,"No favorite",Water,Music,6,6,5,"Yes - broadband connection","Text messaging",30,55,1,3,5,7,0,15,60,10,70,1,0,28,Some,"Graduate degree",Other,Telepathy,Happy,"Religious figure",Health
USA,NH,2025,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2025,"12        ",Male,17,Right-Handed,174,26,171,2,Car,15,.313.,41,Baseball/Softball,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2025,"12        ",Male,18,Right-Handed,172.7,14.98,,2,Car,20min,.327,41,Skateboarding/Rollerblading,7,7,7,7,4,10,14.98,"Same length",80,90,"Same length",March,,Yes,No,Meat,Juice,Other,9,6,4,"Yes - broadband connection","Text messaging",,,0,10,3,5,1,5,2,0,0,2,0,0,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person",
USA,WA,2025,"11        ",Male,17,Right-Handed,76,19,38,1,Car,10,.393,43,"Football (American)",620,689,800,786,765,780,18,"Same length",60,70,"Ring finger",October,Fall,Yes,No,Breads/Sandwiches,Tea,History,9,10,4,"Yes - dial-up connection","Text messaging",10,26,36,2,10,49,18,27,4,12,40,4,2,7,Some,"Some college","Heavy metal",Fly,Happy,"Musician or singer","Education/Youth development"
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2025,"12        ",Female,18,Right-Handed,172.7,25,175,2,Car,3,0.456,37,Walking/Hiking,900,900,200,300,900,1000,25,"Same length",8.5,9,"Ring finger",November,Fall,No,No,Meat,Juice,History,5,10,4,"Yes - broadband connection","Text messaging",92,122,25,20,12,2,0,0,45,35,50,12,10,3,Some,"Some college","Rhythm and blues (R&B)",Telepathy,Rich,Relative,Environment
USA,MI,2025,"12        ",Male,17,Right-Handed,175,22.8,174,1,Car,"5 min",0.347,40,"Martial Arts",738,856,588,636,364,364,22.8,"Same length",7.71,7.13,"Index finger",May,Spring,No,No,Meat,Milk,Other,6,8,3,"Yes - broadband connection","Text messaging",50,30,2,4,1,0,3,5,2,2,5,0,6,4,Some,"Some college",Classical,"Freeze time",Happy,"Religious figure",Religious
USA,IN,2025,"11        ",Male,17,Right-Handed,169,24,157,1,Car,9,0.236,69,Golf,70,40,60,80,80,90,24,"Same length",75,75,"Same length",November,Summer,Yes,No,Meat,Water,"Mathematics and statistics",8,12,4,"Yes - other","Text messaging",5,3,20,4,2,8,1,6,0,6,20,3,12,2,"Very little","Undergraduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Other
USA,OR,2025,"11        ",Male,17,Right-Handed,174,25,185,2,Car,10,0.355,55,Swimming,749,545,540,182,396,840,26,"Left foot",100,100,"Same length",May,Summer,Yes,No,Pizza/Pasta,Water,English,7.5,9,4,"Yes - broadband connection","Text messaging",50,100,70,10,2,3,4,20,40,3,4,8,15,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Famous,"Musician or singer","International aid"
USA,GA,2025,"12        ",Male,18,Right-Handed,185,27,185,1,Bus,25,0.208,27,Swimming,663,305,481,481,882,882,27,"Same length",76,79,"Ring finger",December,Winter,No,No,Meat,Water,Science,6,9,4,"Yes - other","In person",3,4,56,0,0,3,0,56,0,56,56,0,0,0,Some,"Some college",Other,"Freeze time",Happy,Relative,Environment
USA,SC,2025,"12        ",Male,18,Right-Handed,170.6,"25.1 ",178.1,1,Car,10,0.33,67,Walking/Hiking,658,738,807,690,503,503,24.9,"Right foot",48,94,,November,Spring,No,No,Breads/Sandwiches,Water,History,8,7,3,"Yes - broadband connection",Other,5,8,15,2,10,30,10,15,6,4,20,6,32,4,Some,"Undergraduate degree","Rock and roll",Fly,Happy,"Business person","Education/Youth development"
USA,NC,2025,"12        ",Female,17,Right-Handed,161,22,162,1,Car,10,.334,42,Other,936,733,957,802,450,594,21,"Right foot",750,620,"Index finger",July,Fall,Yes,No,"No favorite",Water,Other,6,10,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",74,30,4,0,2,15,0,4,5,6,6,9,0,5,"A lot","Graduate degree",Other,"Freeze time",Happy,Actor,"Wildlife, animals"
USA,WA,2025,"12        ",Female,14,Right-Handed,150,24,112,0,Car,9,0.489,40,None,492,572,497,417,567,717,24,"Same length",20,20,"Ring finger",April,Spring,No,No,Meat,Water,Art,8,9,3,"Yes - other","Text messaging",400,300,11,3,2,4,0,1,2,8,30,12,0,6,Some,"High school","Rap/Hip hop",Telepathy,Happy,Relative,"Wildlife, animals"
USA,WA,2025,"11        ",Female,16,Right-Handed,160,26,163,2,Car,25,0.385,49,Athletics,1000,1000,733,802,214,658,26,"Same length",65,71,"Ring finger",July,Summer,Yes,No,Pizza/Pasta,"Energy drink",Music,8,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",70,100,2,4,1,6,10,1,5,10,10,6,7,7,Some,"Some college",Other,Telepathy,Rich,"Musician or singer","Arts, culture, sports"
USA,NC,2025,"12        ",Male,17,Right-Handed,180,23,174,1,Skateboard/Scooter/Rollerblade,10,.293,46,Basketball,380,481,1000,513,1000,10002,23,"Same length",70,82,"Same length",January,Summer,No,No,Salads,Juice,History,6,8,6,"Yes - broadband connection","Internet chat or instant messaging",30,40,14,1,4,1,15,30,10,5,3,4,0,1,"A lot","High school","Rap/Hip hop",Telepathy,Rich,"Sports person",Religious
USA,CA,2025,"12        ",Male,17,Right-Handed,180.3,27,60,2,Walk,5,0.321,30,Skateboarding/Rollerblading,500,500,600,600,400,400,28,"Left foot",50,55,"Ring finger",May,Spring,No,No,Desserts,Water,Other,7,9,4,"Yes - other","Text messaging",1,5-10,3,0,2,1,4,2,3,1,6,1,12,1,"A lot","Some college","Punk rock",Invisibility,Rich,Relative,"International aid"
USA,NC,2025,"12        ",Male,18,Right-Handed,182,35,183,1,Car,12,0.085,45,Athletics,0,0,0,1000,1000,1000,35,"Same length",77,77,"Ring finger",October,Fall,No,No,Meat,Water,Science,6,9,2,"Yes - broadband connection",,12,12,15,2,4,5,8,9,7,11,3,14,5,8,Some,"Some college",Pop,Fly,Happy,Other,"Wildlife, animals"
USA,IL,2025,"12        ",Male,17,Right-Handed,176,26.5,173,2,Car,7,.267,40,"Football (American)",60,80,145,145,500,1000,25,"Right foot",85,80,,June,Summer,Yes,No,Poultry,Water,History,8.5,6,5,"Yes - broadband connection","In person",120,200,6,1,0,1,16.5,30,30,2,160,4,13,1,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Other
USA,PA,2025,"11        ",Male,17,Right-Handed,175,25,169,1,Bus,60,0.326,42,"Football (American)",850,497,497,487,150,1000,25,"Same length",80,80,"Same length",November,Summer,No,No,Meat,Water,"Physical education",7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,10,5,0,5,10,3,2,5,12,1,16,2,"A lot","High school","Rap/Hip hop","Super strength",Happy,"Business person",Health
USA,WI,2025,"9         ",Female,14,Right-Handed,163,24,163,1,Car,3,0.30,51,Baseball/Softball,807,476,80,727,171,1000,23,"Right foot",70,70,"Same length",March,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",5,5,6,"Yes - broadband connection","Internet chat or instant messaging",150,500,10,2,0,0,22,1,50,2,75,7,0,0,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Friend,Environment
USA,PA,2025,"10        ",Male,16,Left-Handed,177,26,180,1,Car,8,0.301,51,"Martial Arts",800,600,890,900,950,999,26,"Same length",45,39,"Index finger",July,Summer,No,No,Meat,"Energy drink",History,6,9,6,"Yes - other","In person",45,56,12,4,1,8,40,1,30,3,25,8,5,5,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,"International aid"
USA,VA,2025,"9         ",Male,14,Right-Handed,70,28,171,1,Car,7,0.291,48,"Football (American)",800,750,600,600,500,450,28,"Same length",76,78,"Ring finger",July,Summer,Yes,No,Poultry,"Sports drink","Physical education",10,6,3,"Yes - dial-up connection","Cell phone",30,28,12,10,5,7,12,11,4,6,12,8,0,4,None,"Some college","Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,CA,2025,"12        ",Male,17,Right-Handed,191,28,190,1,Car,13,.383,44,None,856,750,700,500,350,850,28,"Same length",7.8,8,"Ring finger",March,Winter,Yes,,Meat,Water,History,7,10,4,"Yes - broadband connection","Cell phone",100,120,1,24,5,10,0,2,1,2,3,0,11,2,Some,"Graduate degree",Jazz,Telepathy,Happy,Politician,Health
USA,CA,2025,"12        ",Female,18,Right-Handed,169,24,158,2,Walk,2,0.841,47,Basketball,50,50,50,50,0,0,24,"Same length",290,290,"Same length",February,Fall,No,No,Seafood,Water,"Computers and technology",7,8,5,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",10,41,2,2,2,2,2,2,2,2,2,2,2,2,"A lot","Graduate degree",Pop,Fly,Healthy,"Community leader or elder",Religious
USA,TN,2025,"12        ",Male,18,Right-Handed,177.8,26,70,1,Car,10,0.313,45,Swimming,700,200,100,800,500,800,24,"Right foot",7,7.5,"Ring finger",December,Winter,No,No,Meat,Water,Other,6,6,2,"Yes - other","Text messaging",20,45,5,1,0,0,0,6,2,1,6,3,0,0,None,"High school","Punk rock",Telepathy,Rich,Other,"Wildlife, animals"
USA,NC,2025,"12        ",Female,18,Right-Handed,154,24,154,1,Bus,8,0.505,46,Skateboarding/Rollerblading,802,738,342,668,348,332,24,"Same length",100,68,"Index finger",October,Fall,Yes,No,Desserts,Tea,Art,7,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,4,72,5,27,130,21,48,136,2,126,5,30,5,Some,"Graduate degree",Pop,Fly,Rich,Other,Health
