Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,SC,2025,"11        ",Male,16,Right-Handed,182.9,24.23,175.3,1,Car,5,0.37,40,Other,1000,53,374,348,0,0,22.9,"Right foot",101.6,98.2,"Index finger",June,Winter,No,No,Meat,Water,History,6,12,3,"Yes - broadband connection","In person",2,5,2,1,1,7,1,0,10,1,10,10,0,0,Some,"Graduate degree",Other,"Super strength",Rich,"Business person",Religious
USA,GA,2025,"12        ",Female,17,Right-Handed,185.4,25,,1,Car,5,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2025,"12        ",Male,17,Right-Handed,172,25,162,2,Car,8,.29,30,Baseball/Softball,800,487,209,636,607,722,25,"Same length",80,75,"Index finger",May,Winter,No,No,Pizza/Pasta,Water,"Physical education",7,9,6,"Yes - broadband connection","Text messaging",12,10,5,1,2,7,10,10,4,1,7,3,0,1,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,GA,2025,"12        ",Male,17,Right-Handed,185.4,27.94,187.9,1,Car,15,.308,38,Running/Jogging,700,600,700,600,400,500,26.67,"Right foot",88.9,88.9,"Same length",May,Spring,No,No,Meat,Water,History,4.5,6.5,3,"Yes - broadband connection","In person",50,60,6,1,8,4,10,1,12,3,24,5,25,4,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Teacher,Environment
USA,NC,2025,"12        ",Female,18,Right-Handed,160cm,20,160,1,Car,8,0.403,37,Other,50,30,100,100,10,10,18,"Right foot",73,77,"Ring finger",December,Fall,Yes,No,Fruit,Water,Other,3,4,5,"Yes - broadband connection","In person",35,48,5,9,3,0,1,0,30,20,2,0,7,4,"A lot","Graduate degree","Punk rock","Freeze time",Happy,"Musician or singer","Arts, culture, sports"
USA,VA,2025,"11        ",Male,15,Right-Handed,6'0,29.21,183,1,Car,8-9,0.326,57,"Football (American)",1000,503,738,690,150,203,27.94,"Right foot",10.5,8,"Index finger",September,Winter,Yes,No,Meat,Water,"Physical education",6,8,4,"Yes - broadband connection","Text messaging",550,630,2,3,1,6,7.5,7,9,8,3,8,0,0,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Arts, culture, sports"
USA,NH,2025,"12        ",Female,17,Right-Handed,165,26cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2025,"11        ",Male,17,Right-Handed,178,26,170,1,Car,5,.280,37,Soccer,850,850,850,800,400,900,27,"Left foot",,103,"Same length",July,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",,8,3,"Yes - broadband connection","Text messaging",150,180,8,2,6,10,2,0,15,2,2,2,16,0,,,"Rap/Hip hop","Freeze time",Rich,"Business person",Health
USA,CA,2025,"12        ",Male,17,Right-Handed,172.7,22.86,,1,Car,5,0.307,26,Skateboarding/Rollerblading,1000,850,850,700,0,0,22.86,,65,80,"Index finger",August,Winter,No,No,"Rice/Noodle dishes",Water,English,7,9,5,"Yes - broadband connection","In person",,,4,1,14,90,5,5,5,5,5,10,0,3,Some,"High school","Rap/Hip hop","Freeze time",Happy,Relative,"Education/Youth development"
USA,CA,2025,"12        ",,,,,,,,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2025,"12        ",Female,16,Right-Handed,158,20,149,2,Car,17,,0.287,Other,727,727,481,631,53,267,21,"Left foot",8,7,"Index finger",June,,No,No,Meat,"Energy drink",Other,6.5,9,4,"Yes - broadband connection","In person",15,20,20,1,,,,,,,,,,,,,,,,,
USA,SC,2025,"11        ",Female,17,Right-Handed,175,27,172,1,,1,0.404,45,Dancing,604,278,239,508,754,888,27,"Same length",80,75,"Index finger",December,Fall,Yes,Yes,"Rice/Noodle dishes",Tea,English,10,13,3,"Yes - broadband connection","Text messaging",47,61,2,1,7,5,3,0,3,3,6,10,20,2,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,Religious
USA,SC,2025,"11        ",Male,17,Right-Handed,180,27,179,1,Car,"1 hr",0.344,55,Golf,200,100,600,800,700,1000,27,"Same length",16,19,"Ring finger",November,Summer,No,No,"No favorite","Soft drink (caffeinated)","Physical education",4,11,4,"Yes - broadband connection","Cell phone",200,200,10,60,30,5,35,2,50,50,70,10,12,3,"A lot","Graduate degree",Country,Fly,Happy,"Sports person",Health
USA,VA,2025,"11        ",Male,16,Right-Handed,185.4,32.5,89.72,1/2,Car,15,0.342,44,"Football (American)",1000,1000,904,674,1000,1000,32.5,"Same length",7.900,5.360,"Index finger",August,Winter,Yes,No,Meat,Water,"Physical education",7,9,3,"Yes - broadband connection","In person",100,54,0,0,0,3,0,3,6,4,24,0,0,0,None,"Graduate degree",Techno/Electronic,"Super strength",Happy,Other,"Wildlife, animals"
USA,NC,2025,"10        ",Female,16,Right-Handed,5'4,23,160,1,Car,30," 0.43",34,Swimming,750,700,650,800,20,850,22,"Right foot",68,65,"Index finger",March,Spring,Yes,No,Pizza/Pasta,Coffee,English,6,10,4,"Yes - broadband connection","Text messaging",103,99,5,1,15,7,6,2,0,8,10,4,0,2,"A lot","Graduate degree",Pop,"Freeze time",Rich,"Musician or singer","Education/Youth development"
USA,NC,2025,"12        ",Male,17,Right-Handed,188,29,193,1,Car,15,0.353,43,Baseball/Softball,572,214,802,882,642,775,29,"Same length",80,85,"Ring finger",December,Summer,Yes,No,Meat,Water,"Mathematics and statistics",5,8,6,"Yes - broadband connection","Text messaging",100,100,11,5,2,2,26,2,6,8,15,4,3,3,"A lot","Some college","Rap/Hip hop",Invisibility,Rich,"Doctor or nurse",Religious
USA,IN,2025,"11        ",Male,16,Right-Handed,180,25,164,1,Car,30,0.348,38,"Football (American)",1000,176,1000,888,0,508,25,"Same length",0.85,0.9,"Ring finger",February,Winter,No,No,Poultry,Tea,History,6,3,4,"Yes - other","Text messaging",159,265,35,32,1,4,0,30,2,168,17,2,10,5,Some,"Some college","Punk rock",Invisibility,Happy,Teacher,"Education/Youth development"
USA,CA,2025,"12        ",Female,17,Right-Handed,162,20,162,2,Car,7,0.371,58,"Martial Arts",545,610,658,422,112,230,,,,,,September,Summer,No,No,Soups,Water,Other,8,10,7,"Yes - broadband connection","Cell phone",50,100,3,4,1,0,2,0,6,2,2,2,0,1,"Very little",Other,Other,"Freeze time",Rich,"Business person","International aid"
USA,NC,2025,"10        ",Male,16,Right-Handed,168.9,23,165.1,1,Car,15,0.456,40,Walking/Hiking,400,550,650,400,150,650,23,"Same length",80,85,"Ring finger",May,Summer,Yes,No,Poultry,"Powdered drink",Art,7,9,4,"Yes - broadband connection","Cell phone",17,19,5,14,4,10,5,10,3,2,3,0,0,4,Some,"Graduate degree",Pop,"Freeze time",Rich,"Community leader or elder",Health
USA,IN,2025,"11        ",Male,16,Right-Handed,182,27,158,1,Car,18,0.395,31,Other,1000,1000,1000,1000,0,500,27,"Same length",92,87,"Index finger",April,Spring,No,No,Poultry,Other,Science,7,9,4,"Yes - other","Internet chat or instant messaging",7,4,10,10,3,12,10,5,5,3,60,7,0,5,Some,"Some college",Other,Telepathy,Happy,Other,Environment
USA,OR,2025,"12        ",Male,18,Right-Handed,174,27,174,2,Car,12,0.31,51,Other,10,50,100,0,1000,1000,27,"Same length",76,76,"Same length",November,Fall,No,No,Meat,Water,Science,7,8,4,"Yes - other","In person",50,60,6,0.2,2,10,6,4,8,10,4,8,15,0,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,Other
USA,CA,2025,"12        ",Male,17,Right-Handed,170.1,27.3,75,2,Walk,8,0.306,36,Soccer,615,642,299,91,877,1000,24,"Same length",70,75,"Ring finger",July,Spring,No,No,Meat,Juice,"Mathematics and statistics",6,8,5,"Yes - broadband connection","Text messaging",2,2,4,0,1,2,3,6,2,0,8,0,0,1,Some,"Undergraduate degree",Other,"Super strength",Happy,Relative,"International aid"
USA,GA,2025,"12        ",Female,18,Right-Handed,167,24,164,2,Car,20,0.32,42,Swimming,900,800,800,900,400,500,23,"Right foot",95,88,"Index finger",October,Fall,Yes,No,"Rice/Noodle dishes",Milk,"Mathematics and statistics",5,10,3,"Yes - broadband connection","Text messaging",50,100,1,0,30,10,28,0,15,2,1,4,0,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Doctor or nurse",Health
USA,PA,2025,"12        ",Female,16,Right-Handed,162,22,155,1,Bus,25,0.713,39,Soccer,43,155,631,872,198,979,22,"Same length",76.2,76.2,,August,Summer,No,No,Fruit,"Soft drink (caffeinated)",Art,7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",25,23,0,5,1,3,0,0,5,3,6,4,0,0,Some,"Graduate degree",Country,Fly,Happy,Friend,Religious
USA,CO,2025,"12        ",Male,17,Right-Handed,189,27,189,1,Car,5,0.382,53,Golf,1000,500,200,600,250,750,27,"Same length",80,85,"Ring finger",February,Fall,Yes,No,Meat,Water,"Social studies",9,8,4,"Yes - other","Text messaging",30,10,1,3,1,1,25,2,4,2,1,3,15,2,"Very little","Some college",Pop,Fly,Happy,Relative,Environment
USA,NC,2025,"11        ",Male,16,Right-Handed,177,26,133,1-2,Car,25,.304,53,Baseball/Softball,615,663,455,768,118,914,26.5,"Left foot",33,30,"Index finger",May,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Physical education",6.5,10,5,"Yes - broadband connection","Text messaging",20,50,10,4,4,7,14,4,4,2,4,3,6,3,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,NY,2025,"12        ",Male,17,Right-Handed,181,26,186,2,Car,15,0.329,40,"Hockey (Ice)",950,950,900,900,400,800,26,"Same length",103,111,"Ring finger",April,Winter,Yes,No,Fruit,Water,History,5.5,7,4,"Yes - other","Text messaging",119,130,15,8,20,10,11,2,34,3,2,4,35,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer",Environment
USA,NC,2025,"12        ",Female,17,Right-Handed,173,28,56,1,Car,11,0.365,39,Dancing,,,,,,,27,"Right foot",95,80,"Index finger",October,Fall,Yes,No,Pizza/Pasta,"Energy drink",History,8,5,3,"Yes - broadband connection","Text messaging",35,40,9,24,7,12,9,2,6,7,12,3,20,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Coach or club leader",Health
USA,WA,2025,"10        ",Male,16,Right-Handed,175.2,63,176,2,Bus,10,0.44,44,Other,102,802,209,107,75,80,63,"Same length",750,700,"Index finger",June,Winter,No,No,Meat,"Soft drink (non-caffeinated)",History,8,10,4,"Yes - other","Text messaging",26,31,1,1,0,4,3,3,1,1,2,5,1,2,"Very little","High school",Pop,Invisibility,Happy,Friend,"Education/Youth development"
USA,NY,2025,"12        ",Male,17,Right-Handed,174,26,171,2,Car,15,.313,41,Baseball/Softball,620,492,214,711,850,1000,27,"Left foot",75,81,"Ring finger",January,Fall,No,No,Poultry,Water,"Physical education",6,11,3,"Yes - other","Text messaging",50,60,8,4,1,2,12,12,1,2,2,1,8,1,Some,"Some college","Rap/Hip hop",Telepathy,Rich,"Business person","Arts, culture, sports"
USA,NC,2025,"12        ",Female,17,Left-Handed,5'2,23,,2,Bus,10,0.586,64,Tennis,481,652,733,604,396,765,23,"Same length",,,"Ring finger",December,Spring,No,No,Desserts,"Energy drink",Art,8,7,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",,,3,0,2,2,0,1,8,6,8,3,0,2,Some,"Graduate degree",Pop,Invisibility,Rich,"Religious figure",Religious
USA,WA,2025,"12        ",Female,16,Right-Handed,160,24,24,1,Car,6,0.595,57,Other,700,500,700,900,10,200,24,"Same length",90,75,"Index finger",March,Winter,Yes,No,Fruit,Milk,Art,8,8-10,3,"Yes - other","Text messaging",5,6,1,0,0,0,0,3-4,10,0,24,5,0-2,1,Some,"High school",Other,Invisibility,Healthy,Other,Environment
USA,NC,2025,"12        ",Male,18,Right-Handed,187.9,28,177.8,1,Car,15,.504,56,Other,0,455,0,1000,1000,1000,28,"Same length",70,70,"Same length",November,Summer,Yes,No,Meat,Water,"Physical education",7-8,7-8,5,"Yes - broadband connection","Text messaging",20,23,10-15,1,0,4,6,2,12,1,15,10,30,2,None,"Some college","Rap/Hip hop",Invisibility,Rich,"Business person",Other
USA,NC,2025,"10        ",Female,16,Right-Handed,5'2,24.5,157.5,2,Car,21,0.805,47,Dancing,1000,500,500,600,300,900,25.6,"Left foot",7,6,"Index finger",January,Summer,Yes,No,Pizza/Pasta,Water,Languages,5,3,5-6,"Yes - broadband connection","Text messaging",0,0,1,0,24,1,0,0,0,0,0,0,0,0,"A lot","Graduate degree",Other,Telepathy,Happy,,Health
USA,NC,2025,"12        ",Female,18,Left-Handed,"5'4 ",26.67,165.1,1,Car,15,0.421,41,None,,,,,,,26.67,"Same length",76.2,63.5,,May,Spring,Yes,No,Poultry,Tea,"Mathematics and statistics",7,10,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,5,18,10,0,5,1,0,42,35,50,6,25,5,"Very little","Undergraduate degree",Country,Telepathy,Happy,"Doctor or nurse",Health
USA,VA,2025,"11        ",Male,16,Right-Handed,175,28,74,2,Bus,8,.29,23,"Football (American)",500,500,500,500,700,850,28,"Same length",7,7,"Same length",May,Winter,No,No,Seafood,"Soft drink (non-caffeinated)",Science,5,8,4,"Yes - other","In person",50,120,3,0,0,15,20,10,5,30,10,5,0,0,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,Health
USA,PA,2025,"10        ",Female,16,Right-Handed,165,27,159,1,Car,10,0.665,57,Walking/Hiking,519,128,326,663,267,636,27,"Same length",83,85,"Ring finger",December,Fall,Yes,No,Breads/Sandwiches,"Soft drink (non-caffeinated)",History,8,7,3,"Yes - other","In person",22,65,3,1,1,7,2,2,6,4,5,4,0,3,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,Friend,"Arts, culture, sports"
USA,CA,2025,"12        ",Female,17,Right-Handed,155,20,157,2,Bus,35,0.555,47,Soccer,900,900,1000,1000,1000,1000,22,"Left foot",65,60,"Index finger",June,Summer,No,No,Desserts,Coffee,"Mathematics and statistics",6,8,5,"Yes - broadband connection","In person",150,300,40,1,0,7,12,0,1,4,49,25,17,4,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Other,Environment
USA,GA,2025,"12        ",Male,18,Right-Handed,192,29,233.6,1,Car,12,.336,45,Golf,50,100,250,75,180,300,27,"Right foot",90,80,"Index finger",February,Spring,No,No,Poultry,"Soft drink (caffeinated)","Mathematics and statistics",7,9,4,"Yes - broadband connection","Text messaging",17,40,8,1,1,3,2,7,8,4,4,2,0,0,Some,"Graduate degree",Country,"Super strength",Rich,Relative,Health
USA,NC,2025,"12        ",Female,18,Right-Handed,159,20,152,1,Car,10,1.23,50,Swimming,856,674,508,914,460,390,22,"Left foot",750,7,"Index finger",April,Summer,Yes,No,Soups,Water,Music,6,7,5,"Yes - other","Text messaging",25,50,35,1,10,30,20,0,35,30,2,25,0,30,Some,"Some college",Pop,Telepathy,Rich,"Musician or singer",Health
USA,NC,2025,"11        ",Female,14,Right-Handed,167.6,24.5,66.5,1,Car,5,0.357,36,Baseball/Softball,589,598,200,705,400,989,25,"Left foot",75,80,"Ring finger",June,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",English,7,8,3,"Yes - other","Cell phone",12,15,40,70,5,10,60,10,44,10,50,21,0,4,"A lot","Graduate degree",Pop,Invisibility,Healthy,Friend,"Arts, culture, sports"
USA,NC,2025,"12        ",Male,17,Left-Handed,162.5,27.9,161,3,Bus,15,0.354,34,Other,800,100,500,800,1000,1000,27.9,"Same length",7.5,8,"Ring finger",September,Fall,No,No,Soups,Coffee,"Computers and technology",6,4,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",34,50,4,2,9,2,1,30,8,2,16,0,0,8,"A lot","Graduate degree","Heavy metal","Freeze time",Rich,Other,"Education/Youth development"
USA,NC,2025,"12        ",Male,17,Right-Handed,170,25,162,1,Bus,30,.40,52,Swimming,850,722,791,807,32,492,25,"Same length",81,87,"Ring finger",December,Summer,No,No,Meat,Water,History,6-7,9-12,5,"Yes - other","Text messaging",30,50,0,0,.3,0,0,0,4,5,6,0,0,0,Some,"Graduate degree","Rock and roll","Super strength",Healthy,Relative,Health
USA,TX,2025,"12        ",Male,18,Right-Handed,180,27,183,1,Car,6,.367,53,Baseball/Softball,530,320,810,710,540,570,27,"Same length",11,11,"Index finger",April,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",9,9,5,"Yes - other","In person",20,25,12,5,1,5,18,5,15,5,20,2,4,2,Some,"Graduate degree",Country,Fly,Happy,Relative,Religious
USA,NC,2025,"10        ",Male,16,Right-Handed,177.8,83,180,2,Bus,30,0.227,48,Basketball,567,412,572,759,599,850,84,"Same length",80,80,"Same length",September,Winter,Yes,No,Meat,Water,History,7,5,3,"Yes - other","Text messaging",20,400,16,4,4,4,5,2,6,3,8,2,0,2,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Education/Youth development"
USA,NC,2025,"12        ",Female,17,Ambidextrous,167,25,121,1,Bus,5,0.578,38,Dancing,198,70,433,422,588,1000,25,"Same length",90,90,"Same length",November,Spring,Yes,No,Pizza/Pasta,Juice,Science,6,10,4,"Yes - other","Text messaging",100,100,15,2,3,7,0,2,30,30,40,0,0,1,Some,Other,"Rap/Hip hop",Invisibility,Happy,Other,Health
USA,OR,2025,"11        ",Male,18,Right-Handed,168,25.5,163,2,Bus,10,0.33,34,Walking/Hiking,1000,1000,1000,1000,1000,1000,24.5,"Right foot",95,90,"Index finger",October,Summer,Yes,No,Seafood,Water,English,7,6,4,"Yes - broadband connection","Text messaging",50,200,5,1,22,3,0,8,10,10,10,2,0,4,"A lot","Graduate degree",Other,"Super strength",Healthy,"Business person","Wildlife, animals"
USA,VA,2025,"9         ",Female,15,Right-Handed,154,23,153,0,Car,2,0.642,38,None,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2025,"9         ",Female,14,Right-Handed,170.2,24,164,2,Car,7,"0.4 ",46,Basketball,500,500,500,500,500,500,24,"Same length",700,700,"Same length",September,Summer,Yes,No,Meat,Milk,History,7,9,4,"Yes - broadband connection","Cell phone",60,60,4,15,1,6,17,0,16,16,17,3,4,4,Some,"High school",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NC,2025,"12        ",Male,18,Right-Handed,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NJ,2025,"12        ",Male,18,Right-Handed,180.3,27.94,180.3,1,Car,2,.309,47,Baseball/Softball,225,235,513,390,888,936,27.94,"Same length",12,12,"Same length",October,Winter,Yes,No,Meat,Water,"Physical education",7,7,3,"Yes - broadband connection","Internet chat or instant messaging",200,"150 ",6,50,".5 ",11,18,1,40,70,80,15,4,2,"Very little","Graduate degree",Techno/Electronic,"Freeze time",Famous,"Business person",Health
USA,CA,2025,"12        ",Female,17,Right-Handed,157.4,14,,2,Walk,50,0.4,41,None,,,,,,,14,,7,7,"Same length",November,Fall,No,No,"Rice/Noodle dishes",Coffee,"Mathematics and statistics",7,8,7,"Yes - broadband connection","In person",,,5,2,4,8,2,3,7,4,3,0,0,10,"Very little","Graduate degree",Jazz,Fly,Rich,Relative,"Wildlife, animals"
USA,SC,2025,"11        ",Male,18,Right-Handed,5'11,30.5,180.3,1,Other,0,0.328,40,Other,674,749,439,652,1000,1000,30.4,"Right foot",78,83,"Ring finger",January,Spring,No,No,Pizza/Pasta,Water,"Computers and technology",7,5,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,59,4,5,7,5,,3,10,159,15,10,7,7,Some,"Undergraduate degree","Rhythm and blues (R&B)",Fly,Happy,Actor,"Arts, culture, sports"
USA,NC,2025,"12        ",Female,18,Right-Handed,"172 ",21,21.59,1,Car,10,.338,46,Other,561,604,508,743,866,1000,21,"Same length",64,64,"Same length",January,Winter,Yes,No,"Rice/Noodle dishes",Water,Science,4,12,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",150,200,25,20,5,5,0,55,20,55,50,35,22,15,"A lot","Graduate degree","Heavy metal",Telepathy,Rich,Relative,"Wildlife, animals"
USA,NJ,2025,"12        ",Male,18,Right-Handed,180,28,180,1,Car,6,0.32,57,Baseball/Softball,200,200,200,500,850,1000,28,"Same length",76.2,76.2,"Same length",November,Spring,Yes,No,Meat,Water,"Physical education",6,8,5,"Yes - broadband connection","Text messaging",2,1,10,2,1,2,25,2,2,1,4,2,2,1,"Very little","Graduate degree",Country,"Freeze time",,"Sports person",Health
USA,VA,2025,"9         ",Female,15,Right-Handed,151,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2025,"12        ",Male,16,Right-Handed,5'5,22,161,1,Bicycle,8,0.322,38,Swimming,800,300,500,750,637,1000,22,,85,75,"Index finger",June,Summer,No,No,Meat,Water,English,7,4,3,"Yes - other",Other,49,49,6,0,0,3,1,6,2,8,6,3,0,1,Some,Other,Pop,"Freeze time",Rich,Other,Environment
USA,WA,2025,"11        ",Female,16,Right-Handed,5’0,,,2,Car,10,0.315,40,Soccer,100,100,100,100,50,100,,"Same length",,,"Index finger",August,Summer,No,No,Fruit,Water,Art,4,"A lot",5,"Yes - broadband connection","Text messaging",Alot,"A lot",3,4,1,24,5,1,1,24,2,1,8,24,Some,"High school","Rhythm and blues (R&B)",Invisibility,Rich,"Sports person",Health
USA,CA,2025,"12        ",Female,17,Right-Handed,5.5,,1.25,2,Car,10-15,1.651,60,Soccer,888,820,810,780,802,803,21cm,"Right foot",3,2,"Index finger",July,Summer,No,No,"No favorite",Water,History,9,7,3,"Yes - broadband connection","Text messaging",20,23,2to5,30to1,2to4,3to4,2to4,0to30,1to30,1to3,1to2,2to3,1,3to4,Some,"Graduate degree",Classical,"Freeze time",Happy,"Doctor or nurse",Other
USA,AK,2025,"12        ",Female,17,Left-Handed,165,61,140,1,Bus,15,0.493,40,Walking/Hiking,864,563,320,265,600,728,59,"Right foot",70,75,"Ring finger",November,Summer,Yes,No,Desserts,"Soft drink (non-caffeinated)",History,6,8,3,"Yes - broadband connection","In person",6,8,,,,,,,,,,,,,"A lot","High school",Other,Invisibility,Happy,Relative,"International aid"
USA,CA,2025,"12        ",Female,17,Left-Handed,5'1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2025,"12        ",Female,17,Right-Handed,157.5,23.7,34.1,1,Car,10,0.356,48,Gymnastics,1000,1000,380,374,1000,1000,22.4,"Right foot",12.5,50.8,"Ring finger",September,Spring,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)","Mathematics and statistics",5,8,7,"Yes - other","Myspace, Facebook, other social networking sites, or blog",6,22,0,2,2,6,0,6,24,2,10,80,28,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Musician or singer","Education/Youth development"
USA,PA,2025,"12        ",Female,18,Right-Handed,168,30,174,two,Bus,20,0.475,36,Tennis,700\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,VA,2025,"9         ",Female,15,Right-Handed,154,24,153,0,Car,2,0.642,38,None,193,519,824,246,16,91,23,"Right foot",9,9,"Same length",November,Summer,No,No,Fruit,Juice,Other,6,8,6,"Yes - other","Cell phone",109,99+,6,18,2,0,1,0,18,18,0,1,0,0,"Very little","High school","Rap/Hip hop",Invisibility,Famous,Other,Health
USA,NC,2025,"12        ",Male,18,Left-Handed,182,27.94,161,1,Car,15,.358,56,Soccer,807,834,535,738,166,807,27.94,"Same length",84,70,"Index finger",October,Fall,No,No,Meat,Water,"Physical education",8,8,3,"Yes - other","In person",10,12,15,2,0,4,7,2,5,1,8,1,20,2,"Very little","Some college",Country,Fly,Rich,Relative,"Wildlife, animals"
USA,IN,2025,"11        ",Male,16,Right-Handed,192,27,182,1,Car,7,0.389,49,Basketball,813,759,909,513,0,492,27,"Same length",80,80,"Same length",April,Summer,No,No,Meat,Water,"Physical education",8,8,3,"Yes - dial-up connection","Text messaging",10,0,8,1,0,15,10,5,20,5,10,10,0,5,None,"Some college","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,NC,2025,"11        ",Female,17,Right-Handed,5’1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,8,24,Other,12,0,0,24,24,24,5,10,3,Some,"High school",Other,Telepathy,Healthy,Relative,Health
USA,MO,2025,"11        ",Female,16,Right-Handed,176,25,176,1,Car,5,0.415,49,Tennis,198,759,711,620,743,829,25,"Same length",85,95,"Ring finger",June,Spring,Yes,No,Fruit,Water,Science,5,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,19,9,1,8,0,1,0,4,1,1,2,30,2,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Relative,Health
USA,PA,2025,"12        ",Female,18,Right-Handed,162.6,21,83,1,Car,"7 min",0.371,"42 s",Baseball/Softball,500,400,600,800,50,300,23,"Left foot",67,73,"Ring finger",February,Summer,No,No,Seafood,"Energy drink","Social studies","5 hr","8 hr",2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",200,300,40,8,20,40,6,8,50,20,20,10,8,5,"A lot","Undergraduate degree","Rhythm and blues (R&B)",Fly,Happy,Teacher,Health
USA,CA,2025,"12        ",Male,18,Right-Handed,170.1,304.8,71,2,Car,8,0.396,30,Soccer,0,0,0,0,1000,1000,27.94,"Same length",,,"Ring finger",January,Winter,No,No,"No favorite",Juice,Other,4,6,5,"Yes - dial-up connection","Text messaging",n/a,n/a,40,20,0,30,5,0,30,30,30,3,10,2,"Very little","High school","Rap/Hip hop",Fly,Rich,Friend,"Arts, culture, sports"
USA,VA,2025,"9         ",Female,15,Right-Handed,151,24,153,2,,10,0.408,30,Walking/Hiking,100,100,100,100,10,1000,20,"Right foot",7,7,,March,Summer,Yes,No,Other,Juice,Other,6,4,7,"Yes - broadband connection",Other,10,10,2,1,4,1,1,0,0,24,3,1,0,3,Some,"High school",Other,Telepathy,Happy,Relative,Health
